0x1a	0x144
0x13cc0x13d8V0xc4aV0xdd5V0x458	0x1fff0x13ccB0xc4aB0xdd5B0x458
0x135bV0x13ccV0xc4aV0xdd5V0x458	0x1fdaB0x13ccB0xc4aB0xdd5B0x458
0x135fV0x13ccV0xc4aV0xdd5V0x458	0x136bB0x13ccB0xc4aB0xdd5B0x458
0xd25V0x478	0xd2dB0x478
0xd30V0x478	0x1a7fB0x478
0xc4dV0xd2dV0x478	0x192eB0xd2dB0x478
0x13cdV0xc4aV0xd2dV0x478	0x13d50x13ccB0xc4aB0xd2dB0x478
0x13cc0x13d8V0xc4aV0xd2dV0x478	0x1fff0x13ccB0xc4aB0xd2dB0x478
0x135bV0x13ccV0xc4aV0xd2dV0x478	0x1fdaB0x13ccB0xc4aB0xd2dB0x478
0x135fV0x13ccV0xc4aV0xd2dV0x478	0x136bB0x13ccB0xc4aB0xd2dB0x478
0xd25V0x493	0xd2dB0x493
0xd30V0x493	0x1a7fB0x493
0xc4dV0xd2dV0x493	0x192eB0xd2dB0x493
0x13cdV0xc4aV0xd2dV0x493	0x13d50x13ccB0xc4aB0xd2dB0x493
0x13cc0x13d8V0xc4aV0xd2dV0x493	0x1fff0x13ccB0xc4aB0xd2dB0x493
0x135bV0x13ccV0xc4aV0xd2dV0x493	0x1fdaB0x13ccB0xc4aB0xd2dB0x493
0x135fV0x13ccV0xc4aV0xd2dV0x493	0x136bB0x13ccB0xc4aB0xd2dB0x493
0xd25V0x4f2	0xd2dB0x4f2
0xd30V0x4f2	0x1a7fB0x4f2
0xc4dV0xd2dV0x4f2	0x192eB0xd2dB0x4f2
0x13cdV0xc4aV0xd2dV0x4f2	0x13d50x13ccB0xc4aB0xd2dB0x4f2
0x13cc0x13d8V0xc4aV0xd2dV0x4f2	0x1fff0x13ccB0xc4aB0xd2dB0x4f2
0x135bV0x13ccV0xc4aV0xd2dV0x4f2	0x1fdaB0x13ccB0xc4aB0xd2dB0x4f2
0x135fV0x13ccV0xc4aV0xd2dV0x4f2	0x136bB0x13ccB0xc4aB0xd2dB0x4f2
0xe26V0x51f	0xe2eB0x51f
0xe31V0x51f	0xe3aB0x51f
0xe40V0x51f	0x1b21B0x51f
0xc4dV0xe2eV0x51f	0x192eB0xe2eB0x51f
0x13cdV0xc4aV0xe2eV0x51f	0x13d50x13ccB0xc4aB0xe2eB0x51f
0x13cc0x13d8V0xc4aV0xe2eV0x51f	0x1fff0x13ccB0xc4aB0xe2eB0x51f
0x135bV0x13ccV0xc4aV0xe2eV0x51f	0x1fdaB0x13ccB0xc4aB0xe2eB0x51f
0x135fV0x13ccV0xc4aV0xe2eV0x51f	0x136bB0x13ccB0xc4aB0xe2eB0x51f
0xc63V0xe3aV0x51f	0x1978B0xe3aB0x51f
0x13eaV0xc60V0xe3aV0x51f	0x13d50x13e9B0xc60B0xe3aB0x51f
0x13e90x13d8V0xc60V0xe3aV0x51f	0x1fff0x13e9B0xc60B0xe3aB0x51f
0xf79V0x53f	0xf81B0x53f
0xf84V0x53f	0xf8dB0x53f
0xf93V0x53f	0xf9eB0x53f
0xfa4V0x53f	0x1bc1B0x53f
0xc58V0xf9eV0x53f	0x1953B0xf9eB0x53f
0x13e1V0xc55V0xf9eV0x53f	0x13d50x13e0B0xc55B0xf9eB0x53f
0x13e5V0xc55V0xf9eV0x53f	0x1363B0xc55B0xf9eB0x53f
0x13e00x13d8V0xc55V0xf9eV0x53f	0x1fff0x13e0B0xc55B0xf9eB0x53f
0xc63V0xf81V0x53f	0x1978B0xf81B0x53f
0x13eaV0xc60V0xf81V0x53f	0x13d50x13e9B0xc60B0xf81B0x53f
0x13e90x13d8V0xc60V0xf81V0x53f	0x1fff0x13e9B0xc60B0xf81B0x53f
0xc63V0xf8dV0x53f	0x1978B0xf8dB0x53f
0x13eaV0xc60V0xf8dV0x53f	0x13d50x13e9B0xc60B0xf8dB0x53f
0x13e90x13d8V0xc60V0xf8dV0x53f	0x1fff0x13e9B0xc60B0xf8dB0x53f
0xd25V0x55a	0xd2dB0x55a
0xd30V0x55a	0x1a7fB0x55a
0xc4dV0xd2dV0x55a	0x192eB0xd2dB0x55a
0x13cdV0xc4aV0xd2dV0x55a	0x13d50x13ccB0xc4aB0xd2dB0x55a
0x13cc0x13d8V0xc4aV0xd2dV0x55a	0x1fff0x13ccB0xc4aB0xd2dB0x55a
0x135bV0x13ccV0xc4aV0xd2dV0x55a	0x1fdaB0x13ccB0xc4aB0xd2dB0x55a
0x135fV0x13ccV0xc4aV0xd2dV0x55a	0x136bB0x13ccB0xc4aB0xd2dB0x55a
0xe5cV0x5a4	0xe64B0x5a4
0xe67V0x5a4	0xe70B0x5a4
0xe76V0x5a4	0xe81B0x5a4
0xe87V0x5a4	0xe92B0x5a4
0xe98V0x5a4	0xea3B0x5a4
0xea9V0x5a4	0xeb4B0x5a4
0xebaV0x5a4	0xec5B0x5a4
0xc4dV0xe64V0x5a4	0x192eB0xe64B0x5a4
0x13cdV0xc4aV0xe64V0x5a4	0x13d50x13ccB0xc4aB0xe64B0x5a4
0x13cc0x13d8V0xc4aV0xe64V0x5a4	0x1fff0x13ccB0xc4aB0xe64B0x5a4
0x135bV0x13ccV0xc4aV0xe64V0x5a4	0x1fdaB0x13ccB0xc4aB0xe64B0x5a4
0x135fV0x13ccV0xc4aV0xe64V0x5a4	0x136bB0x13ccB0xc4aB0xe64B0x5a4
0xc63V0xe70V0x5a4	0x1978B0xe70B0x5a4
0x13eaV0xc60V0xe70V0x5a4	0x13d50x13e9B0xc60B0xe70B0x5a4
0x13e90x13d8V0xc60V0xe70V0x5a4	0x1fff0x13e9B0xc60B0xe70B0x5a4
0xc63V0xe81V0x5a4	0x1978B0xe81B0x5a4
0x13eaV0xc60V0xe81V0x5a4	0x13d50x13e9B0xc60B0xe81B0x5a4
0x13e90x13d8V0xc60V0xe81V0x5a4	0x1fff0x13e9B0xc60B0xe81B0x5a4
0xd13V0xe92V0x5a4	0x1a5aB0xe92B0x5a4
0x13fcV0xd10V0xe92V0x5a4	0x13d50x13fbB0xd10B0xe92B0x5a4
0x13fb0x13d8V0xd10V0xe92V0x5a4	0x1fff0x13fbB0xd10B0xe92B0x5a4
0xc63V0xea3V0x5a4	0x1978B0xea3B0x5a4
0x13eaV0xc60V0xea3V0x5a4	0x13d50x13e9B0xc60B0xea3B0x5a4
0x13e90x13d8V0xc60V0xea3V0x5a4	0x1fff0x13e9B0xc60B0xea3B0x5a4
0xc63V0xeb4V0x5a4	0x1978B0xeb4B0x5a4
0x13eaV0xc60V0xeb4V0x5a4	0x13d50x13e9B0xc60B0xeb4B0x5a4
0x13e90x13d8V0xc60V0xeb4V0x5a4	0x1fff0x13e9B0xc60B0xeb4B0x5a4
0xd44V0x5c4	0xd4cB0x5c4
0xd4fV0x5c4	0xd58B0x5c4
0xd5eV0x5c4	0x1aa6B0x5c4
0xc4dV0xd4cV0x5c4	0x192eB0xd4cB0x5c4
0x13cdV0xc4aV0xd4cV0x5c4	0x13d50x13ccB0xc4aB0xd4cB0x5c4
0x13cc0x13d8V0xc4aV0xd4cV0x5c4	0x1fff0x13ccB0xc4aB0xd4cB0x5c4
0x135bV0x13ccV0xc4aV0xd4cV0x5c4	0x1fdaB0x13ccB0xc4aB0xd4cB0x5c4
0x135fV0x13ccV0xc4aV0xd4cV0x5c4	0x136bB0x13ccB0xc4aB0xd4cB0x5c4
0xc4dV0xd58V0x5c4	0x192eB0xd58B0x5c4
0x13cdV0xc4aV0xd58V0x5c4	0x13d50x13ccB0xc4aB0xd58B0x5c4
0x13cc0x13d8V0xc4aV0xd58V0x5c4	0x1fff0x13ccB0xc4aB0xd58B0x5c4
0x135bV0x13ccV0xc4aV0xd58V0x5c4	0x1fdaB0x13ccB0xc4aB0xd58B0x5c4
0x135fV0x13ccV0xc4aV0xd58V0x5c4	0x136bB0x13ccB0xc4aB0xd58B0x5c4
0xeddV0x61e	0xee5B0x61e
0xee8V0x61e	0xef1B0x61e
0xef7V0x61e	0x1b4aB0x61e
0xc4dV0xee5V0x61e	0x192eB0xee5B0x61e
0x13cdV0xc4aV0xee5V0x61e	0x13d50x13ccB0xc4aB0xee5B0x61e
0x13cc0x13d8V0xc4aV0xee5V0x61e	0x1fff0x13ccB0xc4aB0xee5B0x61e
0x135bV0x13ccV0xc4aV0xee5V0x61e	0x1fdaB0x13ccB0xc4aB0xee5B0x61e
0x135fV0x13ccV0xc4aV0xee5V0x61e	0x136bB0x13ccB0xc4aB0xee5B0x61e
0xd08V0xef1V0x61e	0x1a35B0xef1B0x61e
0x13f3V0xd05V0xef1V0x61e	0x13d50x13f2B0xd05B0xef1B0x61e
0x13f20x13d8V0xd05V0xef1V0x61e	0x1fff0x13f2B0xd05B0xef1B0x61e
