0x72f	0x73d	-32
0x449f0x4a45	0x58c00x449f	36
0x449f0x4a45	0x55f60x449f	68
0x449f0x4a45	0x58e60x449f	68
0x185a0x48e9	0x49370x185a	0
0x185a0x48e9	0x49470x185a	4
0x185a0x48e9	0x48e50x185a	36
0x185a0x48e9	0x49560x185a	36
0x185a0x48e9	0x495d0x185a	68
0x185a0x48e9	0x49640x185a	100
0x1a970x48e9	0x48e50x1a97	36
0x449f0x48e9	0x49370x449f	0
0x449f0x48e9	0x49470x449f	4
0x449f0x48e9	0x48e50x449f	36
0x449f0x48e9	0x49560x449f	36
0x449f0x48e9	0x495d0x449f	68
0x449f0x48e9	0x49640x449f	100
0x185a0x489a	0x49370x185a	0
0x185a0x489a	0x49470x185a	4
0x185a0x489a	0x48e50x185a	36
0x185a0x489a	0x49560x185a	36
0x185a0x489a	0x495d0x185a	68
0x185a0x489a	0x49640x185a	100
0x1a970x489a	0x48e50x1a97	36
0x449f0x489a	0x49370x449f	0
0x449f0x489a	0x49470x449f	4
0x449f0x489a	0x48e50x449f	36
0x449f0x489a	0x49560x449f	36
0x449f0x489a	0x495d0x449f	68
0x449f0x489a	0x49640x449f	100
0x185a0x4870	0x49370x185a	0
0x185a0x4870	0x49470x185a	4
0x185a0x4870	0x486c0x185a	36
0x185a0x4870	0x48e50x185a	36
0x185a0x4870	0x49560x185a	36
0x185a0x4870	0x495d0x185a	68
0x185a0x4870	0x49640x185a	100
0x1a970x4870	0x486c0x1a97	36
0x1a970x4870	0x48e50x1a97	36
0x449f0x4870	0x49370x449f	0
0x449f0x4870	0x49470x449f	4
0x449f0x4870	0x486c0x449f	36
0x449f0x4870	0x48e50x449f	36
0x449f0x4870	0x49560x449f	36
0x449f0x4870	0x495d0x449f	68
0x449f0x4870	0x49640x449f	100
0x185a0x4821	0x49370x185a	0
0x185a0x4821	0x49470x185a	4
0x185a0x4821	0x486c0x185a	36
0x185a0x4821	0x48e50x185a	36
0x185a0x4821	0x49560x185a	36
0x185a0x4821	0x495d0x185a	68
0x185a0x4821	0x49640x185a	100
0x1a970x4821	0x486c0x1a97	36
0x1a970x4821	0x48e50x1a97	36
0x449f0x4821	0x49370x449f	0
0x449f0x4821	0x49470x449f	4
0x449f0x4821	0x486c0x449f	36
0x449f0x4821	0x48e50x449f	36
0x449f0x4821	0x49560x449f	36
0x449f0x4821	0x495d0x449f	68
0x449f0x4821	0x49640x449f	100
0x185a0x47f7	0x49370x185a	0
0x185a0x47f7	0x49470x185a	4
0x185a0x47f7	0x47f30x185a	36
0x185a0x47f7	0x486c0x185a	36
0x185a0x47f7	0x48e50x185a	36
0x185a0x47f7	0x49560x185a	36
0x185a0x47f7	0x495d0x185a	68
0x185a0x47f7	0x49640x185a	100
0x1a970x47f7	0x47f30x1a97	36
0x1a970x47f7	0x486c0x1a97	36
0x1a970x47f7	0x48e50x1a97	36
0x449f0x47f7	0x49370x449f	0
0x449f0x47f7	0x49470x449f	4
0x449f0x47f7	0x47f30x449f	36
0x449f0x47f7	0x486c0x449f	36
0x449f0x47f7	0x48e50x449f	36
0x449f0x47f7	0x49560x449f	36
0x449f0x47f7	0x495d0x449f	68
0x449f0x47f7	0x49640x449f	100
0x185a0x47a8	0x49370x185a	0
0x185a0x47a8	0x49470x185a	4
0x185a0x47a8	0x47f30x185a	36
0x185a0x47a8	0x486c0x185a	36
0x185a0x47a8	0x48e50x185a	36
0x185a0x47a8	0x49560x185a	36
0x185a0x47a8	0x495d0x185a	68
0x185a0x47a8	0x49640x185a	100
0x1a970x47a8	0x47f30x1a97	36
0x1a970x47a8	0x486c0x1a97	36
0x1a970x47a8	0x48e50x1a97	36
0x449f0x47a8	0x49370x449f	0
0x449f0x47a8	0x49470x449f	4
0x449f0x47a8	0x47f30x449f	36
0x449f0x47a8	0x486c0x449f	36
0x449f0x47a8	0x48e50x449f	36
0x449f0x47a8	0x49560x449f	36
0x449f0x47a8	0x495d0x449f	68
0x449f0x47a8	0x49640x449f	100
0x185a0x477e	0x49370x185a	0
0x185a0x477e	0x49470x185a	4
0x185a0x477e	0x477a0x185a	36
0x185a0x477e	0x47f30x185a	36
0x185a0x477e	0x486c0x185a	36
0x185a0x477e	0x48e50x185a	36
0x185a0x477e	0x49560x185a	36
0x185a0x477e	0x495d0x185a	68
0x185a0x477e	0x49640x185a	100
0x1a970x477e	0x477a0x1a97	36
0x1a970x477e	0x47f30x1a97	36
0x1a970x477e	0x486c0x1a97	36
0x1a970x477e	0x48e50x1a97	36
0x449f0x477e	0x49370x449f	0
0x449f0x477e	0x49470x449f	4
0x449f0x477e	0x477a0x449f	36
0x449f0x477e	0x47f30x449f	36
0x449f0x477e	0x486c0x449f	36
0x449f0x477e	0x48e50x449f	36
0x449f0x477e	0x49560x449f	36
0x449f0x477e	0x495d0x449f	68
0x449f0x477e	0x49640x449f	100
0x185a0x472f	0x49370x185a	0
0x185a0x472f	0x49470x185a	4
0x185a0x472f	0x477a0x185a	36
0x185a0x472f	0x47f30x185a	36
0x185a0x472f	0x486c0x185a	36
0x185a0x472f	0x48e50x185a	36
0x185a0x472f	0x49560x185a	36
0x185a0x472f	0x495d0x185a	68
0x185a0x472f	0x49640x185a	100
0x1a970x472f	0x477a0x1a97	36
0x1a970x472f	0x47f30x1a97	36
0x1a970x472f	0x486c0x1a97	36
0x1a970x472f	0x48e50x1a97	36
0x449f0x472f	0x49370x449f	0
0x449f0x472f	0x49470x449f	4
0x449f0x472f	0x477a0x449f	36
0x449f0x472f	0x47f30x449f	36
0x449f0x472f	0x486c0x449f	36
0x449f0x472f	0x48e50x449f	36
0x449f0x472f	0x49560x449f	36
0x449f0x472f	0x495d0x449f	68
0x449f0x472f	0x49640x449f	100
0x185a0x4706	0x47020x185a	36
0x449f0x4706	0x47020x449f	36
0x185a0x46b7	0x47020x185a	36
0x1a970x46b7	0x47020x1a97	36
0x449f0x46b7	0x47020x449f	36
0x185a0x469b	0x49370x185a	0
0x185a0x469b	0x49470x185a	4
0x185a0x469b	0x46970x185a	36
0x185a0x469b	0x47020x185a	36
0x185a0x469b	0x477a0x185a	36
0x185a0x469b	0x47f30x185a	36
0x185a0x469b	0x486c0x185a	36
0x185a0x469b	0x48e50x185a	36
0x185a0x469b	0x49560x185a	36
0x185a0x469b	0x495d0x185a	68
0x185a0x469b	0x49640x185a	100
0x1a970x469b	0x46970x1a97	36
0x1a970x469b	0x477a0x1a97	36
0x1a970x469b	0x47f30x1a97	36
0x1a970x469b	0x486c0x1a97	36
0x1a970x469b	0x48e50x1a97	36
0x449f0x469b	0x49370x449f	0
0x449f0x469b	0x49470x449f	4
0x449f0x469b	0x46970x449f	36
0x449f0x469b	0x47020x449f	36
0x449f0x469b	0x477a0x449f	36
0x449f0x469b	0x47f30x449f	36
0x449f0x469b	0x486c0x449f	36
0x449f0x469b	0x48e50x449f	36
0x449f0x469b	0x49560x449f	36
0x449f0x469b	0x495d0x449f	68
0x449f0x469b	0x49640x449f	100
0x185a0x464c	0x49370x185a	0
0x185a0x464c	0x49470x185a	4
0x185a0x464c	0x46970x185a	36
0x185a0x464c	0x47020x185a	36
0x185a0x464c	0x477a0x185a	36
0x185a0x464c	0x47f30x185a	36
0x185a0x464c	0x486c0x185a	36
0x185a0x464c	0x48e50x185a	36
0x185a0x464c	0x49560x185a	36
0x185a0x464c	0x495d0x185a	68
0x185a0x464c	0x49640x185a	100
0x1a970x464c	0x46970x1a97	36
0x1a970x464c	0x477a0x1a97	36
0x1a970x464c	0x47f30x1a97	36
0x1a970x464c	0x486c0x1a97	36
0x1a970x464c	0x48e50x1a97	36
0x449f0x464c	0x49370x449f	0
0x449f0x464c	0x49470x449f	4
0x449f0x464c	0x46970x449f	36
0x449f0x464c	0x47020x449f	36
0x449f0x464c	0x477a0x449f	36
0x449f0x464c	0x47f30x449f	36
0x449f0x464c	0x486c0x449f	36
0x449f0x464c	0x48e50x449f	36
0x449f0x464c	0x49560x449f	36
0x449f0x464c	0x495d0x449f	68
0x449f0x464c	0x49640x449f	100
0x185a0x45d5	0x45d10x185a	36
0x449f0x45d5	0x45d10x449f	36
0x185a0x4586	0x45d10x185a	36
0x1a970x4586	0x45d10x1a97	36
0x449f0x4586	0x45d10x449f	36
0x185a0x456e	0x456a0x185a	36
0x449f0x456e	0x456a0x449f	36
0x185a0x451f	0x456a0x185a	36
0x1a970x451f	0x456a0x1a97	36
0x449f0x451f	0x456a0x449f	36
0x185a0x4506	0x45020x185a	36
0x185a0x4506	0x456a0x185a	36
0x185a0x4506	0x45d10x185a	36
0x1a970x4506	0x45020x1a97	36
0x449f0x4506	0x45020x449f	36
0x449f0x4506	0x456a0x449f	36
0x449f0x4506	0x45d10x449f	36
0x185a0x44b7	0x45020x185a	36
0x185a0x44b7	0x456a0x185a	36
0x185a0x44b7	0x45d10x185a	36
0x1a970x44b7	0x45020x1a97	36
0x449f0x44b7	0x45020x449f	36
0x449f0x44b7	0x456a0x449f	36
0x449f0x44b7	0x45d10x449f	36
0x56c20x3f92	0x57fe	0
0x56c20x3f92	0x5805	4
0x56c20x3f92	0x580c	36
0x56c20x3f92	0x587f	36
0x56c20x3f92	0x5821	68
0xf0d0x3a1c	0x3a180xf0d	36
0x38ea0x3a1c	0x3a180x38ea	36
0xf0d0x39cd	0x3a180xf0d	36
0x38ea0x39cd	0x3a180x38ea	36
0xf0d0x39b2	0x39ae0xf0d	36
0xf0d0x39b2	0x3a180xf0d	36
0x38ea0x39b2	0x39ae0x38ea	36
0x38ea0x39b2	0x3a180x38ea	36
0xf0d0x3951	0x394d0xf0d	36
0xf0d0x3951	0x39ae0xf0d	36
0xf0d0x3951	0x3a180xf0d	36
0x38ea0x3951	0x394d0x38ea	36
0x38ea0x3951	0x39ae0x38ea	36
0x38ea0x3951	0x3a180x38ea	36
0xf0d0x3902	0x394d0xf0d	36
0xf0d0x3902	0x39ae0xf0d	36
0xf0d0x3902	0x3a180xf0d	36
0x38ea0x3902	0x394d0x38ea	36
0x38ea0x3902	0x39ae0x38ea	36
0x38ea0x3902	0x3a180x38ea	36
0xa400x2fce	0x65a7	0
0xa400x2fce	0x2fca0xa40	36
0x2f690x2fce	0x2fca0x2f69	36
0xa400x2f7f	0x65a7	0
0xa400x2f7f	0x2fca0xa40	36
0x2f690x2f7f	0x2fca0x2f69	36
0x98b0x2ecb	0x6508	0
0x98b0x2ecb	0x2ec70x98b	36
0x2e640x2ecb	0x2ec70x2e64	36
0x98b0x2e7c	0x6508	0
0x98b0x2e7c	0x2ec70x98b	36
0x2e640x2e7c	0x2ec70x2e64	36
0x9490x2e12	0x64d5	0
0x9490x2e12	0x55c20x55a8S0x2e370x949	0
0x9490x2e12	0x55c20x55a8S0x2e3e0x949	0
0x9490x2e12	0x55c90x55a8S0x2e370x949	4
0x9490x2e12	0x55c90x55a8S0x2e3e0x949	4
0x9490x2e12	0x2e0e0x949	36
0x9490x2e12	0x55d00x55a8S0x2e370x949	36
0x9490x2e12	0x55d00x55a8S0x2e3e0x949	36
0x9490x2e12	0x55f60x55a8S0x2e370x949	68
0x9490x2e12	0x55f60x55a8S0x2e3e0x949	68
0x2dab0x2e12	0x55c20x55a8S0x2e370x2dab	0
0x2dab0x2e12	0x55c20x55a8S0x2e3e0x2dab	0
0x2dab0x2e12	0x55c90x55a8S0x2e370x2dab	4
0x2dab0x2e12	0x55c90x55a8S0x2e3e0x2dab	4
0x2dab0x2e12	0x2e0e0x2dab	36
0x2dab0x2e12	0x55d00x55a8S0x2e370x2dab	36
0x2dab0x2e12	0x55d00x55a8S0x2e3e0x2dab	36
0x2dab0x2e12	0x55f60x55a8S0x2e370x2dab	68
0x2dab0x2e12	0x55f60x55a8S0x2e3e0x2dab	68
0x9490x2dc3	0x64d5	0
0x9490x2dc3	0x55c20x55a8S0x2e370x949	0
0x9490x2dc3	0x55c20x55a8S0x2e3e0x949	0
0x9490x2dc3	0x55c90x55a8S0x2e370x949	4
0x9490x2dc3	0x55c90x55a8S0x2e3e0x949	4
0x9490x2dc3	0x2e0e0x949	36
0x9490x2dc3	0x55d00x55a8S0x2e370x949	36
0x9490x2dc3	0x55d00x55a8S0x2e3e0x949	36
0x9490x2dc3	0x55f60x55a8S0x2e370x949	68
0x9490x2dc3	0x55f60x55a8S0x2e3e0x949	68
0x2dab0x2dc3	0x55c20x55a8S0x2e370x2dab	0
0x2dab0x2dc3	0x55c20x55a8S0x2e3e0x2dab	0
0x2dab0x2dc3	0x55c90x55a8S0x2e370x2dab	4
0x2dab0x2dc3	0x55c90x55a8S0x2e3e0x2dab	4
0x2dab0x2dc3	0x2e0e0x2dab	36
0x2dab0x2dc3	0x55d00x55a8S0x2e370x2dab	36
0x2dab0x2dc3	0x55d00x55a8S0x2e3e0x2dab	36
0x2dab0x2dc3	0x55f60x55a8S0x2e370x2dab	68
0x2dab0x2dc3	0x55f60x55a8S0x2e3e0x2dab	68
0x6960x247c	0x24f4	0
0x6960x247c	0x2546	0
0x6960x247c	0x25c8	0
0x6960x247c	0x260a	0
0x6960x247c	0x267c	0
0x6960x247c	0x26fe	0
0x6960x247c	0x55c20x696	0
0x6960x247c	0x2556	4
0x6960x247c	0x25cf	4
0x6960x247c	0x261a	4
0x6960x247c	0x268c	4
0x6960x247c	0x2705	4
0x6960x247c	0x55c90x696	4
0x6960x247c	0x24e0	36
0x6960x247c	0x255d	36
0x6960x247c	0x25d6	36
0x6960x247c	0x2621	36
0x6960x247c	0x2693	36
0x6960x247c	0x270c	36
0x6960x247c	0x24780x696	36
0x6960x247c	0x55d00x696	36
0x6960x247c	0x25ed	68
0x6960x247c	0x2724	68
0x6960x247c	0x55f60x696	68
0x76f0x247c	0x2a9f	0
0x76f0x247c	0x2ace	0
0x76f0x247c	0x2b54	0
0x76f0x247c	0x2b9a	0
0x76f0x247c	0x2c1c	0
0x76f0x247c	0x55c20x76f	0
0x76f0x247c	0x2ad4	4
0x76f0x247c	0x2b5b	4
0x76f0x247c	0x2baa	4
0x76f0x247c	0x2c23	4
0x76f0x247c	0x55c90x76f	4
0x76f0x247c	0x2aa7	32
0x76f0x247c	0x2ada	36
0x76f0x247c	0x2b62	36
0x76f0x247c	0x2bb1	36
0x76f0x247c	0x2c2a	36
0x76f0x247c	0x24780x76f	36
0x76f0x247c	0x55d00x76f	36
0x76f0x247c	0x2aae	64
0x76f0x247c	0x2ae1	68
0x76f0x247c	0x2b7a	68
0x76f0x247c	0x2c42	68
0x76f0x247c	0x55f60x76f	68
0x76f0x247c	0x2ab3	96
0xb780x247c	0x3662	0
0xb780x247c	0x55c20xb78	0
0xb780x247c	0x55c90xb78	4
0xb780x247c	0x3669	32
0xb780x247c	0x354d	36
0xb780x247c	0x35dd	36
0xb780x247c	0x3647	36
0xb780x247c	0x24780xb78	36
0xb780x247c	0x55d00xb78	36
0xb780x247c	0x3672	64
0xb780x247c	0x55f60xb78	68
0xb780x247c	0x367a	96
0x185a0x247c	0x55c20x185a	0
0x185a0x247c	0x58b20x185a	0
0x185a0x247c	0x55c90x185a	4
0x185a0x247c	0x58b90x185a	4
0x185a0x247c	0x24780x185a	36
0x185a0x247c	0x4b500x185a	36
0x185a0x247c	0x55d00x185a	36
0x185a0x247c	0x58c00x185a	36
0x185a0x247c	0x55f60x185a	68
0x185a0x247c	0x58e60x185a	68
0x1a970x247c	0x24780x1a97	36
0x1be30x247c	0x736f	0
0x1be30x247c	0x55c20x1be3	0
0x1be30x247c	0x55c90x1be3	4
0x1be30x247c	0x24780x1be3	36
0x1be30x247c	0x55d00x1be3	36
0x1be30x247c	0x55f60x1be3	68
0x449f0x247c	0x55c20x449f	0
0x449f0x247c	0x58b20x449f	0
0x449f0x247c	0x55c90x449f	4
0x449f0x247c	0x58b90x449f	4
0x449f0x247c	0x24780x449f	36
0x449f0x247c	0x4b500x449f	36
0x449f0x247c	0x55d00x449f	36
0x449f0x247c	0x58c00x449f	36
0x449f0x247c	0x55f60x449f	68
0x449f0x247c	0x58e60x449f	68
0x10db0x112b	0x11260x10db	-64
0x10db0x112b	0x112c0x10db	-32
0x10db0x112b	0x117e0x10db	32
0x1b7a0x112b	0x11260x1b7a	-64
0x1b7a0x112b	0x112c0x1b7a	-32
0x55a80x55cfV0x226b	0x55c20x55a8S0x226b	-68
0x55a80x55cfV0x226b	0x55c90x55a8S0x226b	-64
0x55a80x55cfV0x226b	0x55d00x55a8S0x226b	-32
0x55a80x55cfV0x226b	0x55f60x55a8S0x226b	0
0x55a80x55cfV0x27f0	0x55c20x55a8S0x27f0	-68
0x55a80x55cfV0x27f0	0x55c90x55a8S0x27f0	-64
0x55a80x55cfV0x27f0	0x55d00x55a8S0x27f0	-32
0x55a80x55cfV0x27f0	0x55f60x55a8S0x27f0	0
0x55a80x55cfV0x3e97	0x55c20x55a8S0x3e97	-68
0x55a80x55cfV0x3e97	0x55c90x55a8S0x3e97	-64
0x55a80x55cfV0x3e97	0x55d00x55a8S0x3e97	-32
0x55a80x55cfV0x3e97	0x55f60x55a8S0x3e97	0
0x589b0x58bfV0x5a43	0x58b20x589bS0x5a43	-68
0x589b0x58bfV0x5a43	0x58b90x589bS0x5a43	-64
0x589b0x58bfV0x5a43	0x58c00x589bS0x5a43	-32
0x589b0x58bfV0x5a43	0x58e60x589bS0x5a43	0
0x589b0x58bfV0x5a70	0x58b20x589bS0x5a70	-68
0x589b0x58bfV0x5a70	0x58b90x589bS0x5a70	-64
0x589b0x58bfV0x5a70	0x58c00x589bS0x5a70	-32
0x589b0x58bfV0x5a70	0x58e60x589bS0x5a70	0
0x589b0x58bfV0x23ac	0x58b20x589bS0x23ac	-68
0x589b0x58bfV0x23ac	0x58b90x589bS0x23ac	-64
0x589b0x58bfV0x23ac	0x58c00x589bS0x23ac	-32
0x589b0x58bfV0x23ac	0x58e60x589bS0x23ac	0
0x589b0x58bfV0x3ec7	0x58b20x589bS0x3ec7	-68
0x589b0x58bfV0x3ec7	0x58b90x589bS0x3ec7	-64
0x589b0x58bfV0x3ec7	0x58c00x589bS0x3ec7	-32
0x589b0x58bfV0x3ec7	0x58e60x589bS0x3ec7	0
0x55a80x55cfV0x4195	0x55c20x55a8S0x4195	-68
0x55a80x55cfV0x4195	0x55c90x55a8S0x4195	-64
0x55a80x55cfV0x4195	0x55d00x55a8S0x4195	-32
0x55a80x55cfV0x4195	0x55f60x55a8S0x4195	0
0x589b0x58bfV0x5482	0x58b20x589bS0x5482	-68
0x589b0x58bfV0x5482	0x58b90x589bS0x5482	-64
0x589b0x58bfV0x5482	0x58c00x589bS0x5482	-32
0x589b0x58bfV0x5482	0x58e60x589bS0x5482	0
0x589b0x58bfV0x5a94	0x58b20x589bS0x5a94	-68
0x589b0x58bfV0x5a94	0x58b90x589bS0x5a94	-64
0x589b0x58bfV0x5a94	0x58c00x589bS0x5a94	-32
0x589b0x58bfV0x5a94	0x58e60x589bS0x5a94	0
0x589b0x58bfV0x5aa9	0x58b20x589bS0x5aa9	-68
0x589b0x58bfV0x5aa9	0x58b90x589bS0x5aa9	-64
0x589b0x58bfV0x5aa9	0x58c00x589bS0x5aa9	-32
0x589b0x58bfV0x5aa9	0x58e60x589bS0x5aa9	0
0x55a80x55cfV0x2e370x949	0x55c20x55a8S0x2e370x949	-68
0x55a80x55cfV0x2e370x949	0x55c90x55a8S0x2e370x949	-64
0x55a80x55cfV0x2e370x949	0x55d00x55a8S0x2e370x949	-32
0x55a80x55cfV0x2e370x949	0x55f60x55a8S0x2e370x949	0
0x55a80x55cfV0x2e370x2dab	0x55c20x55a8S0x2e370x2dab	-68
0x55a80x55cfV0x2e370x2dab	0x55c90x55a8S0x2e370x2dab	-64
0x55a80x55cfV0x2e370x2dab	0x55d00x55a8S0x2e370x2dab	-32
0x55a80x55cfV0x2e370x2dab	0x55f60x55a8S0x2e370x2dab	0
0x55a80x55cfV0x2e3e0x949	0x55c20x55a8S0x2e3e0x949	-68
0x55a80x55cfV0x2e3e0x949	0x55c90x55a8S0x2e3e0x949	-64
0x55a80x55cfV0x2e3e0x949	0x55d00x55a8S0x2e3e0x949	-32
0x55a80x55cfV0x2e3e0x949	0x55f60x55a8S0x2e3e0x949	0
0x55a80x55cfV0x2e3e0x2dab	0x55c20x55a8S0x2e3e0x2dab	-68
0x55a80x55cfV0x2e3e0x2dab	0x55c90x55a8S0x2e3e0x2dab	-64
0x55a80x55cfV0x2e3e0x2dab	0x55d00x55a8S0x2e3e0x2dab	-32
0x55a80x55cfV0x2e3e0x2dab	0x55f60x55a8S0x2e3e0x2dab	0
0x55a80x55cfV0x3a4e0xf0d	0x55c20x55a8S0x3a4e0xf0d	-68
0x55a80x55cfV0x3a4e0xf0d	0x55c90x55a8S0x3a4e0xf0d	-64
0x55a80x55cfV0x3a4e0xf0d	0x55d00x55a8S0x3a4e0xf0d	-32
0x55a80x55cfV0x3a4e0xf0d	0x55f60x55a8S0x3a4e0xf0d	0
0x55a80x55cfV0x3a4e0x38ea	0x55c20x55a8S0x3a4e0x38ea	-68
0x55a80x55cfV0x3a4e0x38ea	0x55c90x55a8S0x3a4e0x38ea	-64
0x55a80x55cfV0x3a4e0x38ea	0x55d00x55a8S0x3a4e0x38ea	-32
0x55a80x55cfV0x3a4e0x38ea	0x55f60x55a8S0x3a4e0x38ea	0
0x55a80x55cfV0x4a1f0x185a	0x55c20x55a8S0x4a1f0x185a	-68
0x55a80x55cfV0x4a1f0x185a	0x55c90x55a8S0x4a1f0x185a	-64
0x55a80x55cfV0x4a1f0x185a	0x55d00x55a8S0x4a1f0x185a	-32
0x55a80x55cfV0x4a1f0x185a	0x55f60x55a8S0x4a1f0x185a	0
0x55a80x55cfV0x4a1f0x1a97	0x55c20x55a8S0x4a1f0x1a97	-68
0x55a80x55cfV0x4a1f0x1a97	0x55c90x55a8S0x4a1f0x1a97	-64
0x55a80x55cfV0x4a1f0x1a97	0x55d00x55a8S0x4a1f0x1a97	-32
0x55a80x55cfV0x4a1f0x1a97	0x55f60x55a8S0x4a1f0x1a97	0
0x55a80x55cfV0x4a1f0x449f	0x55c20x55a8S0x4a1f0x449f	-68
0x55a80x55cfV0x4a1f0x449f	0x55c90x55a8S0x4a1f0x449f	-64
0x55a80x55cfV0x4a1f0x449f	0x55d00x55a8S0x4a1f0x449f	-32
0x55a80x55cfV0x4a1f0x449f	0x55f60x55a8S0x4a1f0x449f	0
0x55a80x55cfV0x76110xf0d	0x55c20x55a8S0x76110xf0d	-68
0x55a80x55cfV0x76110xf0d	0x55c90x55a8S0x76110xf0d	-64
0x55a80x55cfV0x76110xf0d	0x55d00x55a8S0x76110xf0d	-32
0x55a80x55cfV0x76110xf0d	0x55f60x55a8S0x76110xf0d	0
0x55a80x55cfV0x76110x38ea	0x55c20x55a8S0x76110x38ea	-68
0x55a80x55cfV0x76110x38ea	0x55c90x55a8S0x76110x38ea	-64
0x55a80x55cfV0x76110x38ea	0x55d00x55a8S0x76110x38ea	-32
0x55a80x55cfV0x76110x38ea	0x55f60x55a8S0x76110x38ea	0
0x55a80x55cfV0x77880x185a	0x55c20x55a8S0x77880x185a	-68
0x55a80x55cfV0x77880x185a	0x55c90x55a8S0x77880x185a	-64
0x55a80x55cfV0x77880x185a	0x55d00x55a8S0x77880x185a	-32
0x55a80x55cfV0x77880x185a	0x55f60x55a8S0x77880x185a	0
0x55a80x55cfV0x77880x1a97	0x55c20x55a8S0x77880x1a97	-68
0x55a80x55cfV0x77880x1a97	0x55c90x55a8S0x77880x1a97	-64
0x55a80x55cfV0x77880x1a97	0x55d00x55a8S0x77880x1a97	-32
0x55a80x55cfV0x77880x1a97	0x55f60x55a8S0x77880x1a97	0
0x55a80x55cfV0x77880x449f	0x55c20x55a8S0x77880x449f	-68
0x55a80x55cfV0x77880x449f	0x55c90x55a8S0x77880x449f	-64
0x55a80x55cfV0x77880x449f	0x55d00x55a8S0x77880x449f	-32
0x55a80x55cfV0x77880x449f	0x55f60x55a8S0x77880x449f	0
0x4d6d0x4b05V0x4e4e	0x4b500x4d6dS0x4e4e	36
0x4d6d0x58bfV0x4e4e	0x58b20x4d6dS0x4e4e	-68
0x4d6d0x58bfV0x4e4e	0x58b90x4d6dS0x4e4e	-64
0x4d6d0x58bfV0x4e4e	0x58c00x4d6dS0x4e4e	-32
0x4d6d0x58bfV0x4e4e	0x58e60x4d6dS0x4e4e	0
0x4d6d0x567eV0x4e4e	0x56710x4d6dS0x4e4e	-68
0x4d6d0x567eV0x4e4e	0x56780x4d6dS0x4e4e	-64
0x4d6d0x567eV0x4e4e	0x567f0x4d6dS0x4e4e	-32
0x4d6d0x567eV0x4e4e	0x56a50x4d6dS0x4e4e	0
0x4d6d0x5638V0x4e4e	0x56300x4d6dS0x4e4e	-68
0x4d6d0x5638V0x4e4e	0x563d0x4d6dS0x4e4e	-64
0x4d6d0x5638V0x4e4e	0x56410x4d6dS0x4e4e	-32
0x4d6d0x55cfV0x4e4e	0x55c20x4d6dS0x4e4e	-68
0x4d6d0x55cfV0x4e4e	0x55c90x4d6dS0x4e4e	-64
0x4d6d0x55cfV0x4e4e	0x55d00x4d6dS0x4e4e	-32
0x4d6d0x55cfV0x4e4e	0x55f60x4d6dS0x4e4e	0
0x4d6d0x4a45V0x4e4e	0x4ae30x4d6dS0x4e4e	0
0x4d6d0x4a45V0x4e4e	0x4a990x4d6dS0x4e4e	36
0x4d6d0x4a45V0x4e4e	0x24780x4d6dS0x4e4e	36
0x4d6d0x451fV0x4e4e	0x456a0x4d6dS0x4e4e	36
0x4d6d0x4a9fV0x4e4e	0x4ae30x4d6dS0x4e4e	0
0x4d6d0x4a9fV0x4e4e	0x4a990x4d6dS0x4e4e	36
0x4d6d0x4a9fV0x4e4e	0x24780x4d6dS0x4e4e	36
0x4d6d0x48e9V0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x4870V0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x4870V0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x47f7V0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x47f7V0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x47f7V0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x477eV0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x477eV0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x477eV0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x477eV0x4e4e	0x477a0x4d6dS0x4e4e	36
0x4d6d0x469bV0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x469bV0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x469bV0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x469bV0x4e4e	0x477a0x4d6dS0x4e4e	36
0x4d6d0x469bV0x4e4e	0x46970x4d6dS0x4e4e	36
0x4d6d0x4506V0x4e4e	0x45020x4d6dS0x4e4e	36
0x4d6d0x247cV0x4e4e	0x24780x4d6dS0x4e4e	36
0x4d6d0x489aV0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x4821V0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x4821V0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x47a8V0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x47a8V0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x47a8V0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x472fV0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x472fV0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x472fV0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x472fV0x4e4e	0x477a0x4d6dS0x4e4e	36
